,rel,E1-0,NE1-0,POS1-0,POS1-2,POS1-1,POS1+1,POS1+2,E2-0,NE2-0,POS2-0,POS2-2,POS2-1,POS2+1,POS2+2
635,16,31,5,19,19,23,25,4,31,5,18,0,32,32,13
636,16,31,5,18,0,32,32,13,31,5,19,25,25,18,19
637,24,254,6,19,18,18,31,13,42,0,19,20,7,18,15
638,1,120,6,19,25,18,32,25,120,6,19,25,23,15,25
639,25,210,5,19,18,23,25,19,11,5,19,18,25,25,32
640,25,210,5,19,18,23,25,19,11,5,19,18,25,25,0
641,1,252,6,19,32,18,32,25,252,6,19,32,18,23,18
642,22,107,4,32,-1,-1,32,18,102,4,19,16,23,18,7
643,14,196,5,19,-1,-1,0,32,196,5,19,18,25,0,2
644,14,196,6,19,18,25,20,23,196,6,19,20,25,0,23
645,35,171,4,19,25,25,7,18,115,5,19,32,1,23,19
646,1,100,4,18,20,21,25,24,100,4,18,10,21,13,18
647,1,164,5,19,18,0,32,10,164,5,19,25,32,32,30
648,15,72,5,19,25,23,15,25,72,5,19,30,20,13,18
649,15,72,5,19,30,20,13,18,72,5,19,25,30,32,32
650,1,100,4,18,32,21,7,18,100,4,18,32,21,7,18
651,1,100,4,18,32,21,7,18,100,4,18,32,21,0,32
652,1,41,3,19,32,25,18,19,41,3,19,16,25,18,19
653,14,196,5,19,25,32,13,7,196,6,19,18,32,18,18
654,13,69,5,19,25,32,32,25,71,5,19,25,6,18,25
655,15,72,5,19,0,23,0,25,72,5,19,25,23,3,19
656,15,72,5,19,24,30,3,19,72,5,19,18,13,18,25
657,15,72,5,19,20,30,32,6,72,5,19,18,25,0,32
658,15,72,5,19,18,25,23,18,72,5,19,32,1,23,32
659,15,72,5,19,16,23,18,18,72,5,19,18,32,23,13
660,15,144,5,19,18,0,13,18,144,5,19,18,25,32,16
661,1,47,0,18,32,31,25,0,47,0,18,18,7,18,32
662,16,31,5,19,20,25,32,1,31,5,19,32,25,3,18
663,1,152,6,19,18,32,32,4,152,6,19,0,25,32,0
664,1,74,5,19,18,30,0,32,74,0,19,0,30,18,0
665,1,28,4,10,25,23,10,18,28,4,18,25,32,10,18
666,1,28,4,10,25,23,10,18,28,4,18,25,32,10,18
667,1,28,4,10,18,23,10,18,28,4,10,18,23,10,18
668,1,28,4,10,18,23,10,18,28,4,10,18,23,10,18
669,1,28,4,10,25,23,10,18,28,4,10,25,23,10,18
670,1,238,6,19,18,18,32,25,238,6,19,23,18,0,32
671,1,211,5,19,21,16,18,18,211,5,19,10,16,18,18
672,0,166,3,19,19,23,18,25,166,3,19,18,25,18,25
673,39,166,3,19,19,23,18,25,166,3,19,18,25,18,25
674,0,166,3,19,4,16,32,32,166,3,19,1,32,18,13
675,39,166,3,19,4,16,32,32,166,3,19,1,32,18,13
676,11,88,6,19,15,25,23,18,88,6,19,15,25,23,18
677,1,30,5,32,24,32,25,0,30,5,18,15,25,7,18
678,1,30,5,18,18,25,0,32,30,5,18,0,23,7,18
679,1,30,5,18,32,32,3,18,30,5,32,29,25,7,18
680,1,30,5,18,1,25,32,32,30,5,18,18,25,32,32
681,1,30,5,18,18,25,32,32,30,5,32,0,25,0,32
682,18,50,5,19,25,0,18,19,232,6,19,19,18,23,19
683,15,243,4,19,15,25,23,20,243,4,19,25,23,15,31
684,1,207,6,19,25,18,32,32,207,6,18,32,13,32,18
685,22,91,4,19,32,32,20,32,90,4,19,32,4,18,18
686,1,258,6,19,19,25,23,18,258,6,19,29,25,0,0
687,1,258,6,19,0,32,18,32,258,6,19,32,25,21,16
688,1,258,6,19,-1,-1,0,32,258,6,19,18,7,32,19
689,1,258,6,19,18,25,0,0,258,5,19,18,25,32,20
690,15,138,5,19,-1,-1,20,25,138,5,19,32,25,23,20
691,1,117,5,19,20,25,0,32,117,5,19,0,32,18,18
692,0,166,3,19,18,25,18,18,166,3,19,4,13,13,18
693,39,166,3,19,18,25,18,18,166,3,19,4,13,13,18
694,0,166,3,19,25,32,7,18,166,3,19,18,23,32,4
695,39,166,3,19,25,32,7,18,166,3,19,18,23,32,4
696,0,166,3,19,18,23,32,4,166,3,19,32,32,18,18
697,39,166,3,19,18,23,32,4,166,3,19,32,32,18,18
698,0,166,3,19,32,32,18,18,166,3,19,0,25,0,30
699,39,166,3,19,32,32,18,18,166,3,19,0,25,0,30
700,0,166,3,19,32,23,32,25,166,3,19,4,16,18,25
701,39,166,3,19,32,23,32,25,166,3,19,4,16,18,25
702,0,166,3,19,4,16,18,25,166,3,19,24,23,7,18
703,39,166,3,19,4,16,18,25,166,3,19,24,23,7,18
704,1,26,4,19,16,32,4,7,26,4,19,25,32,7,13
705,0,262,6,19,18,18,0,2,212,5,19,25,32,23,19
706,15,144,5,19,32,23,19,25,144,5,19,19,25,32,16
707,15,144,5,19,32,18,32,18,144,5,19,18,25,32,16
708,39,1,4,19,19,25,4,13,1,4,19,10,16,18,25
709,1,192,4,19,7,4,25,32,192,4,19,32,4,-1,-1
710,15,86,5,18,32,25,0,32,86,5,18,18,25,0,32
711,15,86,5,18,18,25,0,32,86,5,18,18,23,7,18
712,32,86,5,18,20,25,32,18,143,5,19,16,25,4,16
713,29,173,2,19,20,23,7,18,193,1,19,18,25,25,32
714,0,166,3,19,32,25,18,25,166,3,19,18,25,18,25
715,39,166,3,19,32,25,18,25,166,3,19,18,25,18,25
716,1,117,5,19,-1,25,0,32,117,5,19,30,32,20,15
717,1,263,2,19,25,23,18,18,263,2,19,4,25,20,0
718,1,263,2,19,25,23,18,18,263,2,19,4,25,20,0
719,0,59,5,18,18,30,7,4,59,5,18,18,30,7,18
720,1,184,2,19,-1,-1,18,18,184,2,19,19,3,18,18
721,14,196,5,19,19,23,32,15,196,6,19,18,23,32,18
722,1,125,6,19,18,18,18,15,125,6,19,18,18,23,25
723,14,196,6,19,19,23,32,18,196,5,19,32,25,0,32
724,36,183,5,19,6,13,18,18,159,6,19,18,18,-1,-1
725,14,196,6,19,19,23,32,18,196,5,19,32,25,0,32
726,6,173,2,18,18,18,13,18,16,4,18,18,13,32,1
727,6,173,5,19,0,25,13,18,16,4,18,19,13,23,20
728,14,196,6,19,0,25,32,32,196,6,19,18,25,18,0
729,14,196,5,19,3,23,18,32,196,5,19,18,25,0,32
730,14,196,6,19,0,23,18,18,196,5,19,18,32,-1,-1
731,22,256,4,19,4,25,25,19,255,5,19,19,25,32,18
732,1,229,6,19,18,18,25,19,229,6,19,18,18,23,32
733,3,151,4,18,32,20,7,25,151,4,18,18,20,7,18
734,1,47,0,18,29,6,18,18,47,0,18,13,7,18,25
735,1,248,6,19,32,1,18,18,248,6,19,18,25,32,0
736,1,73,3,19,20,32,25,0,73,3,19,18,18,25,23
737,15,72,5,19,-1,23,32,6,72,5,19,20,25,10,16
738,1,253,6,19,18,25,0,32,253,6,19,18,25,32,25
739,1,253,6,19,18,25,0,32,253,6,19,18,25,32,25
740,15,72,5,19,23,32,7,13,72,5,19,32,25,20,0
741,15,72,5,19,32,25,20,0,72,5,19,0,32,13,18
742,15,72,5,19,-1,-1,0,18,72,5,19,15,25,0,32
743,14,196,5,19,18,25,32,25,196,5,19,15,25,0,0
744,1,47,0,18,29,6,18,18,47,0,18,29,6,18,25
745,1,129,6,19,6,25,0,23,129,6,19,18,25,32,18
746,1,129,6,19,18,25,32,18,129,6,19,18,25,32,25
747,1,54,6,19,18,18,18,18,54,6,19,18,18,32,1
748,1,27,5,19,29,3,32,18,27,5,19,18,25,0,32
749,1,27,5,19,18,25,0,32,27,5,19,25,23,0,32
750,1,27,5,19,25,23,0,32,27,5,19,25,25,18,18
751,25,210,5,19,18,23,25,19,11,5,19,18,25,25,32
752,1,47,0,18,29,6,18,18,47,0,18,29,6,18,25
753,14,196,6,19,30,23,7,18,196,6,19,0,25,18,0
754,1,258,6,19,-1,-1,23,13,258,6,19,15,25,0,32
755,1,258,6,19,18,25,18,0,258,4,19,15,7,25,0
756,15,72,5,19,25,20,0,32,72,5,19,0,31,32,3
757,15,72,5,19,0,25,20,0,72,5,19,25,23,13,18
758,15,195,5,19,20,25,32,18,195,5,19,18,25,32,25
759,1,100,4,18,19,21,7,18,100,4,18,25,21,7,18
760,1,150,4,18,0,23,7,18,150,4,18,32,23,15,32
761,1,36,4,18,19,20,4,25,36,4,18,19,20,4,25
762,1,34,5,18,25,2,25,18,34,5,18,32,1,3,13
763,29,65,6,19,18,18,32,19,209,0,19,19,32,18,32
764,1,26,4,19,-1,-1,10,16,26,4,19,19,25,7,18
765,18,50,5,19,32,25,0,23,232,6,19,18,25,0,30
766,25,210,5,19,15,25,25,19,11,5,19,18,25,25,18
767,1,85,5,18,16,32,18,18,85,5,18,18,25,7,10
768,1,117,5,19,-1,-1,18,25,117,5,19,20,25,32,1
769,1,172,4,19,32,4,25,25,172,4,19,32,4,25,18
770,15,72,5,19,18,25,32,18,72,5,19,23,32,13,18
771,1,78,6,19,18,18,13,18,78,6,19,18,18,23,25
772,1,100,4,18,20,21,18,32,100,4,18,20,21,25,19
773,1,124,6,19,18,32,25,18,124,6,19,18,32,25,18
774,15,39,4,18,13,7,18,13,39,4,18,4,16,0,32
775,1,80,6,19,25,25,25,25,80,6,19,25,25,13,25
776,1,194,6,19,-1,-1,32,25,194,6,18,15,25,0,32
777,20,191,4,19,32,25,25,25,250,6,18,25,25,0,32
778,27,191,4,19,32,25,25,25,250,6,18,25,25,0,32
779,1,68,5,19,24,32,18,25,68,5,19,18,25,7,18
780,1,189,6,19,19,25,29,6,189,3,19,18,23,18,32
781,1,186,6,19,18,25,18,18,186,6,19,18,7,18,25
782,1,186,6,19,18,25,7,18,186,6,19,25,0,3,19
783,1,257,4,0,-1,-1,4,16,257,4,13,32,23,4,16
784,1,186,6,19,18,25,23,18,186,6,19,32,25,0,23
785,1,186,6,19,-1,-1,32,25,186,6,19,15,25,32,24
786,1,186,6,19,18,25,32,4,186,6,19,25,25,23,19
787,1,214,6,19,20,25,23,32,214,6,19,18,25,0,13
788,1,214,6,19,18,25,0,13,214,6,19,32,6,18,30
789,1,207,6,18,18,18,32,0,207,6,18,13,19,32,25
790,1,207,6,18,13,19,32,25,207,6,18,25,32,32,18
791,1,207,6,19,25,23,32,32,207,6,19,15,25,19,23
792,1,207,6,19,24,23,32,18,207,6,18,23,18,32,32
793,1,207,6,18,23,18,32,32,207,6,19,32,25,32,6
794,1,207,6,19,32,25,32,6,207,6,19,25,25,32,32
795,1,207,6,19,25,25,32,32,207,6,19,25,25,32,6
796,1,207,6,19,25,25,32,6,207,6,19,15,25,32,6
797,14,196,5,19,18,3,0,32,196,5,19,25,32,18,18
798,1,175,2,19,19,3,32,18,175,2,19,18,25,0,32
799,0,166,3,19,1,25,18,25,166,3,19,18,25,18,25
800,39,166,3,19,1,25,18,25,166,3,19,18,25,18,25
801,1,30,5,32,-1,0,18,4,30,5,18,6,18,18,4
802,22,92,4,19,18,7,18,32,90,5,19,18,3,32,18
803,1,257,4,0,0,32,4,16,257,4,0,0,32,4,16
804,1,18,4,16,5,4,15,32,18,4,18,0,4,15,32
805,0,166,3,19,18,30,18,25,166,3,19,18,25,18,25
806,39,166,3,19,18,30,18,25,166,3,19,18,25,18,25
807,1,43,5,19,19,32,18,25,43,5,19,18,25,32,0
808,1,263,2,18,0,30,3,19,263,4,18,25,31,4,16
809,14,196,5,19,18,19,13,18,196,5,19,0,20,0,32
810,9,198,4,19,25,25,25,30,197,5,19,25,30,32,18
811,15,196,6,19,19,25,25,19,197,5,19,25,25,32,15
812,9,198,4,19,32,25,25,10,197,5,19,25,25,23,23
813,15,76,5,19,0,32,18,13,76,5,19,25,30,7,13
814,0,59,5,19,18,25,18,32,59,5,18,18,30,0,29
815,1,51,5,19,4,16,13,18,51,5,19,15,25,0,31
816,1,51,5,19,20,25,0,29,51,5,19,18,25,18,18
817,15,49,5,19,32,25,0,23,49,5,19,25,0,18,25
818,15,142,5,19,-1,-1,32,18,142,5,19,32,25,32,32
819,26,48,5,19,18,25,25,19,4,4,19,18,25,25,25
820,1,101,6,19,18,18,23,19,101,6,19,18,25,32,18
821,15,228,5,19,30,25,18,18,228,5,19,32,25,4,3
822,25,17,4,19,30,23,4,32,17,4,18,6,30,4,21
823,1,100,4,18,23,21,32,1,100,4,18,25,21,6,0
824,1,218,6,19,32,23,18,32,218,6,19,15,7,18,18
825,15,247,6,19,18,25,32,32,247,6,19,32,32,7,13
826,18,50,5,19,-1,-1,7,13,232,6,19,0,32,7,18
827,1,232,6,19,32,25,20,17,232,6,19,0,25,32,24
828,18,50,5,19,24,23,7,10,232,6,19,25,23,7,25
829,18,50,5,19,18,23,18,32,232,6,19,20,7,23,19
830,15,247,6,19,18,25,32,32,247,6,19,32,32,7,13
831,1,258,4,19,18,23,32,6,258,4,19,20,20,18,23
832,1,258,6,19,18,32,23,32,258,6,19,24,23,18,18
833,1,258,6,19,32,25,3,18,258,6,19,18,25,32,32
834,1,258,6,19,18,25,32,18,258,6,19,0,25,23,19
835,1,258,6,19,0,25,23,19,258,0,19,18,7,18,32
836,1,258,6,19,25,23,15,25,258,6,19,18,25,0,15
837,15,142,5,19,-1,-1,13,18,142,5,19,16,32,7,19
838,1,158,6,19,3,18,25,32,158,6,19,30,18,32,1
839,1,122,6,19,19,18,25,23,122,6,19,18,18,32,1
840,33,139,2,19,32,23,18,19,114,2,19,19,18,25,32
841,0,166,3,19,19,23,7,19,166,3,19,0,25,7,18
842,39,166,3,19,19,23,7,19,166,3,19,0,25,7,18
843,14,196,5,19,-1,-1,13,18,196,6,19,18,18,7,19
844,24,23,6,19,19,19,32,0,42,0,19,25,32,18,29
845,1,180,5,19,23,19,0,32,180,5,19,18,23,25,0
846,1,258,6,19,18,25,32,18,258,6,18,13,18,19,25
847,0,166,3,19,32,25,18,15,166,3,19,18,25,18,32
848,39,166,3,19,32,25,18,15,166,3,19,18,25,18,32
849,15,39,4,18,32,2,32,6,39,4,18,25,3,7,18
850,15,39,4,18,18,25,0,32,39,4,18,24,23,31,13
851,6,173,5,18,18,25,29,4,16,4,18,4,16,11,25
852,2,64,5,19,0,32,18,0,64,5,19,32,1,25,24
853,2,64,5,19,32,1,25,24,64,5,18,32,23,7,18
854,22,106,5,19,18,25,18,0,102,4,19,32,1,18,32
855,1,149,5,19,20,25,0,32,149,5,19,20,25,0,30
856,4,149,5,19,20,25,0,32,149,5,19,20,25,0,30
857,1,117,5,19,19,25,11,0,117,5,19,18,3,7,18
858,1,153,4,10,18,25,32,25,153,4,10,32,25,0,32
859,1,100,4,18,23,21,32,1,100,4,18,25,21,6,0
860,1,100,4,18,19,21,32,32,100,4,18,6,21,18,32
861,1,100,4,18,19,21,13,18,100,4,18,18,21,18,15
862,15,146,4,18,-1,-1,20,32,147,5,13,4,16,18,3
863,1,29,4,10,18,23,31,13,29,4,10,25,23,32,4
864,1,29,4,10,32,1,18,7,29,4,10,0,23,32,4
865,1,29,4,15,20,18,6,18,29,4,10,25,23,0,32
866,1,126,6,19,3,18,25,18,126,6,19,18,18,32,1
867,1,81,6,19,0,32,7,18,81,6,19,24,23,7,18
868,16,31,5,19,-1,-1,25,18,31,5,18,18,4,25,4
869,1,100,4,18,15,21,32,18,100,4,18,18,21,32,18
870,1,28,4,10,25,23,10,18,28,4,10,25,23,10,18
871,1,100,4,18,15,21,7,18,100,4,18,10,21,32,18
872,15,75,5,19,18,30,18,18,76,5,19,25,25,18,3
873,0,166,3,19,32,6,18,18,166,3,19,18,11,18,18
874,39,166,3,19,32,6,18,18,166,3,19,18,11,18,18
875,1,117,5,19,-1,-1,20,18,117,5,19,16,20,7,18
876,1,100,4,18,20,21,32,25,100,4,18,20,21,32,25
877,1,222,5,19,32,1,25,0,222,5,19,32,1,32,23
878,15,237,5,19,25,25,0,30,237,5,19,29,25,23,18
879,15,86,5,18,32,6,0,0,86,5,18,20,7,17,0
880,1,100,4,18,20,21,25,18,100,4,18,32,21,25,0
881,5,264,6,19,32,6,25,14,25,5,19,0,23,18,-1
882,34,264,6,19,32,6,25,14,25,5,19,0,23,18,-1
883,1,264,6,19,20,23,18,7,264,6,19,18,32,18,-1
884,1,264,6,19,4,16,32,24,264,6,19,32,25,0,32
885,1,264,6,19,19,32,15,32,264,6,19,25,25,18,30
886,1,79,6,19,18,13,19,18,79,6,19,18,13,0,21
887,14,196,5,19,0,32,18,18,196,5,19,25,23,32,4
888,14,196,5,19,20,32,25,0,196,5,19,0,23,25,32
889,14,196,5,19,32,25,7,18,196,5,19,25,3,18,0
890,1,84,6,19,19,18,0,32,84,6,19,19,18,0,32
891,24,238,6,19,25,23,32,6,42,0,19,32,1,18,7
892,1,26,5,19,18,25,13,18,26,5,19,18,25,18,32
893,1,27,5,19,32,1,7,18,27,5,19,0,25,0,32
894,1,130,6,19,-1,-1,25,4,130,6,19,18,18,23,18
895,1,130,6,19,-1,0,32,25,130,6,19,18,25,32,0
896,1,26,4,19,29,6,25,0,26,4,19,25,0,18,26
897,1,26,4,19,19,23,7,18,26,5,19,15,25,23,18
898,1,26,5,19,15,25,23,18,26,4,19,30,25,23,18
899,1,26,4,19,25,0,32,6,26,4,19,25,0,20,18
900,1,26,4,19,23,32,32,18,26,4,19,30,32,23,19
901,39,10,5,19,18,25,25,19,10,4,19,32,25,3,13
902,1,52,4,18,25,4,4,18,52,4,18,25,4,4,18
903,1,32,1,19,18,3,7,13,32,1,19,25,32,0,32
904,15,219,5,19,-1,-1,3,19,219,4,19,19,18,4,18
905,0,166,3,19,-1,5,18,23,166,3,19,25,23,18,7
906,39,166,3,19,-1,5,18,23,166,3,19,25,23,18,7
907,15,72,5,19,25,32,18,18,72,5,19,25,3,23,13
908,15,72,5,19,18,25,13,18,72,5,19,18,30,23,13
909,15,72,5,19,15,25,32,25,72,5,19,18,25,13,18
910,22,95,4,19,0,25,3,19,90,5,19,18,3,18,7
911,1,52,4,18,25,4,4,18,52,4,18,25,4,4,18
912,15,142,5,19,-1,-1,32,32,142,5,19,20,25,0,32
913,8,258,6,19,18,25,19,4,12,4,19,19,19,4,16
914,1,230,4,18,18,20,18,18,230,4,18,23,20,32,4
915,1,230,4,18,18,20,32,18,230,4,18,10,4,18,29
916,1,232,6,19,0,32,7,13,232,6,19,24,25,25,0
917,1,232,6,19,32,1,18,7,232,6,19,32,23,18,32
918,1,51,5,19,0,32,18,4,51,5,19,25,32,18,18
919,1,52,4,18,25,4,4,18,52,4,18,25,4,4,18
920,39,187,0,19,19,25,18,32,188,2,19,19,23,32,25
921,1,264,6,19,19,18,18,4,264,6,19,18,18,25,32
922,25,210,5,19,20,25,25,19,11,5,19,18,25,25,0
923,0,166,3,19,19,32,18,13,166,3,19,32,0,32,-1
924,39,166,3,19,19,32,18,13,166,3,19,32,0,32,-1
925,0,166,3,19,0,23,18,18,166,3,19,32,1,18,32
926,39,166,3,19,0,23,18,18,166,3,19,32,1,18,32
927,22,91,4,19,0,25,3,19,90,5,19,19,3,19,23
928,1,26,5,19,25,3,18,25,26,5,19,18,25,25,18
929,1,26,5,19,25,20,18,25,26,4,19,18,25,25,0
930,1,185,6,19,18,18,25,24,185,6,19,25,25,23,32
931,1,258,6,19,25,25,23,18,258,6,19,15,25,23,25
932,6,173,5,19,25,30,13,18,16,4,19,13,18,25,18
933,0,166,3,19,19,25,32,6,166,3,19,19,25,25,32
934,39,166,3,19,19,25,32,6,166,3,19,19,25,25,32
935,14,196,5,19,32,25,0,32,196,5,19,32,18,3,19
936,14,196,5,19,18,32,13,18,196,5,19,18,25,0,0
937,14,196,6,19,20,25,23,19,196,5,19,20,25,18,18
938,14,196,6,19,15,25,18,18,196,5,19,32,1,18,18
939,1,14,4,16,13,4,18,18,14,4,19,18,4,32,18
940,7,258,6,19,32,25,19,18,166,3,19,19,19,18,18
941,7,258,6,19,0,32,23,19,166,3,19,19,23,18,15
942,7,258,6,19,0,23,32,32,166,3,19,32,23,15,18
943,1,73,3,19,25,3,18,18,73,3,19,24,23,7,18
944,1,18,4,18,32,4,25,18,18,4,16,18,4,18,32
945,1,18,4,16,18,4,18,32,18,4,18,23,4,32,32
946,1,18,4,18,23,4,32,32,18,4,16,32,4,15,25
947,0,166,3,19,23,32,18,15,166,3,19,0,32,10,16
948,39,166,3,19,23,32,18,15,166,3,19,0,32,10,16
949,0,166,3,19,0,32,10,16,166,3,19,18,32,10,18
950,39,166,3,19,0,32,10,16,166,3,19,18,32,10,18
951,0,166,3,19,18,32,10,18,166,3,19,32,23,32,4
952,39,166,3,19,18,32,10,18,166,3,19,32,23,32,4
